ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_040583825.1_DET2072_v1,Alternaria sp. DET2072,DET2072,PRJNA612050,2803138,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2072,FD3283ED
GCA_040583765.1_DET2103_v1,Alternaria sp. DET2103,DET2103,PRJNA612050,2803137,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2103,FADB3474
GCA_040583745.1_DET2104_v1,Alternaria sp. DET2104,DET2104,PRJNA612050,2803136,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2104,F1EA0705
GCA_040583725.1_DET2105_v1,Alternaria sp. DET2105,DET2105,PRJNA612050,2803135,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2105,F951F178
GCA_040583705.1_DET2106_v1,Alternaria sp. DET2106,DET2106,PRJNA612050,2803134,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2106,FA709154
GCA_040583685.1_DET2107_v1,Alternaria sp. DET2107,DET2107,PRJNA612050,2803133,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. DET2107,FDEBC118
GCA_040583665.1_KAS5446_v1,Alternaria sp. KAS5446,KAS5446,PRJNA612050,2803129,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5446,F9E564E1
GCA_040583645.1_KAS5449_v1,Alternaria sp. KAS5449,KAS5449,PRJNA612050,2803128,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5449,F0141B12
GCA_040583605.1_KAS5470_v1,Alternaria sp. KAS5470,KAS5470,PRJNA612050,2803127,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5470,F88B0107
GCA_040583625.1_KAS5474_v1,Alternaria sp. KAS5474,KAS5474,PRJNA612050,2803126,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5474,F788DCCD
GCA_040583575.1_KAS5477_v1,Alternaria sp. KAS5477,KAS5477,PRJNA612050,2803125,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5477,F09002BB
GCA_040583525.1_KAS5486_v1,Alternaria sp. KAS5486,KAS5486,PRJNA612050,2803124,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5486,FD81CB66
GCA_040583505.1_KAS5506_v1,Alternaria sp. KAS5506,KAS5506,PRJNA612050,2803123,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. KAS5506,FE1D2668
GCA_023621305.1_ASM2362130v1,Alternaria sp. M3903,M3903,PRJNA833221,2940395,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. M3903,FDDE33B2
GCA_023621335.1_ASM2362133v1,Alternaria sp. M3908,M3908,PRJNA833221,2940393,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. M3908,F56D6058
GCA_003574525.1_ASM357452v1,Alternaria sp. MG1,MG1,PRJNA417218,1678846,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. MG1,FF98C5DC
GCA_966192485.1_RS040_annot_assembly,Alternaria sp. RS040,RS040,PRJEB93827,3450158,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. RS040,F22C19F4
GCA_023621325.1_ASM2362132v1,Alternaria sp. S3601,S3601,PRJNA833221,2940394,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. S3601,F4111E08
GCA_024606205.1_ASM2460620v1,Alternaria sp. SPS-2,SPS-2,PRJNA832572,2963890,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. SPS-2,F6EE621B
GCA_041430775.1_ASM4143077v1,Alternaria tenuissima,JgmB 36-2,PRJNA1097852,119927,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria tenuissima,F568ACEA
GCF_023758025.1_ASM2375802v1,Alternaria triticimaculans,BMP 0046,PRJNA706766,297637,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria triticimaculans,F899E93D
GCA_040583995.1_DAOMC238612_v1,Alternaria triticina,DAOMC238612,PRJNA612050,216836,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria triticina,FA0F0CD6
GCF_023758065.1_ASM2375806v1,Alternaria ventricosa,BMP 2768,PRJNA706766,1187951,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria ventricosa,F7746CC6
GCF_023758015.1_ASM2375801v1,Alternaria viburni,BMP 2772,PRJNA706766,566460,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria viburni,F773377F
GCA_030386735.1_Fv_Alternosema1,Alternosema astaquatica,1,PRJNA950224,3037678,fungi,Microsporidia,,,,,,Alternosema,Alternosema astaquatica,FE4DCDFD
GCA_026054675.1_ASM2605467v1,Alyxoria varia,Spribille s.n. 20.09.2020-TS-e1968,PRJNA833438,91480,dikarya,Ascomycota,,Arthoniomycetes,,Arthoniales,Lecanographaceae,Alyxoria,Alyxoria varia,F6C7908F
GCA_001983365.1_ASM198336v1,Amanita bisporigera,Ingham01,PRJNA339438,87325,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita bisporigera,FB348870
GCA_001691785.3_ASM169178v3,Amanita brunnescens Koide BX004,Koide BX004,PRJNA236753,1457509,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita brunnescens,FE0DD6EA
GCA_023014455.1_ASM2301445v1,Amanita exitialis,LH00005,PRJNA679796,262245,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita exitialis,F0A03C30
GCA_023014435.1_ASM2301443v1,Amanita fuliginea,LH00002,PRJNA679796,67708,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita fuliginea,F7E3887E
GCA_001691775.3_ASM169177v3,Amanita inopinata Kibby_2008,Kibby_2008,PRJNA236757,1457513,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita inopinata,F97183DC
GCA_000497225.1_AmaJack1.0,Amanita jacksonii TRTC168611,,PRJNA226613,1417757,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita jacksonii,F36CABC3
GCA_023014405.1_ASM2301440v1,Amanita molliuscula,LH00009,PRJNA679796,1506954,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita molliuscula,FA685757
GCA_054369615.1_ASM5436961v1,Amanita muscaria,2016PMI152,PRJNA697207,41956,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita muscaria,F220C7FA
GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0,Amanita muscaria Koide BX008,Koide BX008,PRJNA207684,946122,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita muscaria,F092CD58
GCA_001691765.1_ASM169176v1,Amanita muscaria var. guessowii Koide BX008,Koide BX008,PRJNA236758,1457510,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita muscaria,F7B861A8
GCA_023014475.1_ASM2301447v1,Amanita pallidorosea,LH00007,PRJNA679796,1324310,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita pallidorosea,F4C75376
GCA_032173475.1_ASM3217347v1,Amanita phalloides,,PRJNA565149,67723,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita phalloides,F958615C
GCA_001691755.2_ASM169175v2,Amanita polypyramis BW_CC,BW_CC,PRJNA236755,1457511,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita polypyramis,F4A89037
GCA_003316615.1_ASM331661v1,Amanita pseudoporphyria,MG37,PRJNA454572,67725,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita pseudoporphyria,FA234F74
GCA_023014395.1_ASM2301439v1,Amanita rimosa,LH00003,PRJNA679796,580330,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita rimosa,F3C410A9
GCA_965266955.1_gfAmaRube1.hap1.1,Amanita rubescens,,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB82201;PRJEB88951;PRJNA533106,71933,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita rubescens,F566C985
GCA_020011035.1_ASM2001103v1,Amanita subjunquillea,LH00001,PRJNA679796,67733,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita subjunquillea,F2E2A438
GCA_002554575.1_Amanita_thiersii_v1.0,Amanita thiersii Skay4041,SKay4041,PRJNA82749,703135,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita thiersii,F424AB2E
GCA_001430945.1_ASM143094v1,Amauroascus niger,UAMH 3544,PRJNA284880,89421,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Amauroascus,Amauroascus niger,FE1053B4
GCA_001430935.1_ASM143093v1,Amauroascus verrucosus,UAMH 3576,PRJNA284880,2074759,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Amauroascus,Amauroascus verrucosus,F900CCC1
GCA_910591945.1_Ambispora_gerdemannii_MT106,Ambispora gerdemannii,MT106,PRJEB45340,144530,mucoromycota,Mucoromycota,,Glomeromycetes,,Archaeosporales,Ambisporaceae,Ambispora,Ambispora gerdemannii,F9F7649B
GCA_910591765.1_Ambispora_leptoticha_FL130A,Ambispora leptoticha,FL130A,PRJEB45340,144679,mucoromycota,Mucoromycota,,Glomeromycetes,,Archaeosporales,Ambisporaceae,Ambispora,Ambispora leptoticha,F71D2AD7
GCA_030294605.1_ASM3029460v1,Ambrosiella beaveri,CBS 121753,PRJNA948168,573041,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella beaveri,FFA10D02
GCA_017139545.1_ASM1713954v1,Ambrosiella cleistominuta,CBS 141682,PRJNA631592,1906498,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella cleistominuta,FFBC5073
GCA_050613645.1_ASM5061364v1,Ambrosiella roeperi,2021000006,PRJNA1084195,1535305,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella roeperi,F343CECB
GCA_002778035.1_ASM277803v1,Ambrosiella xylebori,CBS 110.61,PRJNA395605,44383,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella xylebori,F7080087
GCA_003705185.2_ASM370518v2,Ambrosiozyma ambrosiae,NRRL Y-7524,PRJNA429441,53487,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma ambrosiae,FD173A44
GCA_030567475.1_ASM3056747v1,Ambrosiozyma angophorae,NRRL Y-7118,PRJNA736342,53648,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma angophorae,F9B8AE0B
GCA_030579935.1_ASM3057993v1,Ambrosiozyma cicatricosa,NRRL Y-17594T,PRJNA736342,44082,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma cicatricosa,F223FFD1
GCA_030572235.1_ASM3057223v1,Ambrosiozyma kamigamensis,NRRL Y-63629,PRJNA736342,1382202,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma kamigamensis,F011C435
GCA_001599075.1_JCM_15019_assembly_v001,Ambrosiozyma kashinagicola,JCM 15019,PRJDB3556;PRJDB3608,489715,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma kashinagicola,F97E0C66
GCA_030568425.1_ASM3056842v1,Ambrosiozyma llanquihuensis,NRRL Y-17657,PRJNA736342,51920,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma llanquihuensis,F3CA2D9F
GCA_003706635.2_ASM370663v2,Ambrosiozyma maleeae,NRRL Y-63635,PRJNA429441,904902,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma maleeae,F6F46717
GCA_001599995.1_JCM_7599_assembly_v001,Ambrosiozyma monospora,JCM 7599,PRJDB3556;PRJDB3677,43982,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma monospora,F8CF5BA2
GCA_030567495.1_ASM3056749v1,Ambrosiozyma neoplatypodis,NRRL Y-63630,PRJNA736342,1382203,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma neoplatypodis,F522CD09
GCA_003706315.3_ASM370631v3,Ambrosiozyma oregonensis,NRRL Y-6106,PRJNA429441,1382206,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma oregonensis,F7BE696F
GCA_003707675.3_ASM370767v3,Ambrosiozyma philentoma,NRRL Y-7523,PRJNA429441,43984,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma philentoma,FEC3FC83
GCA_030557395.1_ASM3055739v1,Ambrosiozyma platypodis,NRRL Y-6732,PRJNA736342,36918,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma platypodis,FA733804
GCA_003707895.3_ASM370789v3,Ambrosiozyma pseudovanderkliftii,NRRL Y-63632,PRJNA429441,489716,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma pseudovanderkliftii,FFFFA448
GCA_003705225.2_ASM370522v2,Ambrosiozyma vanderkliftii,NRRL Y-63633,PRJNA429441,489717,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ambrosiozyma,Ambrosiozyma vanderkliftii,F8EAC89D
GCA_004802645.1_ASM480264v1,Amesia nigricolor,F5,PRJNA530288,1934353,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Amesia,Amesia nigricolor,FC761306
GCA_010015725.1_Amnli1,Amniculicola lignicola CBS 123094,CBS 123094,PRJNA217192,1392246,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Amniculicolaceae,Amniculicola,Amniculicola lignicola,F9E7F636
GCA_018985225.1_ASM1898522v1,Amoeboradix gromovi,X-113,PRJNA668693,2109901,fungi,Sanchytriomycota,,Sanchytriomycetes,,Sanchytriales,Sanchytriaceae,Amoeboradix,Amoeboradix gromovi,F8E7AE41
GCA_001270345.1_ASM127034v1,Amorphotheca resinae,ZN1,PRJNA272649,5101,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Amorphothecaceae,Amorphotheca,Amorphotheca resinae,F170A2CA
GCF_003019875.1_Amore1,Amorphotheca resinae ATCC 22711,ATCC 22711,PRJNA207866,857342,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Amorphothecaceae,Amorphotheca,Amorphotheca resinae,F7B2FC32
GCA_018398575.1_ASM1839857v1,Ampelomyces quisqualis,BRIP 72107,PRJNA725554,50730,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces quisqualis,F8902A33
GCA_052029495.1_ASM5202949v1,Ampelomyces sp. BRIP 72102,BRIP 72102,PRJNA1172774,3373175,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces sp. BRIP 72102,F08F9873
GCA_051944865.1_ASM5194486v1,Ampelomyces sp. BRIP:72097,BRIP:72097,PRJNA1083054,3127925,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces sp. BRIP_72097,F49DF8B9
GCA_001875675.1_ASM187567v1,Amphiamblys sp. WSBS2006,WSBS2006,PRJNA321520,1866961,fungi,Microsporidia,,,,,Amphiacanthidae,Amphiamblys,Amphiamblys sp. WSBS2006,F470390A
GCA_050947745.1_ASM5094774v1,Amphichorda felina,45539,PRJNA1174440,37994,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Amphichorda,Amphichorda felina,F4FFA5DD
GCA_004123355.1_ASM412335v1,Amphirosellinia nigrospora,JS-1675,PRJNA515207,743113,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Amphirosellinia,Amphirosellinia nigrospora,F4D7945E
GCA_982296945.1_gfAmpClav1.hap2.1,Ampulloclitocybe clavipes,,PRJEB110026;PRJEB40665;PRJEB43510;PRJEB43745;PRJEB79613;PRJNA533106,56467,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Hygrophoraceae,Ampulloclitocybe,Ampulloclitocybe clavipes,FA1B47E3
GCA_019669835.1_Amyenc1,Amylocarpus encephaloides,TRa018bII,PRJNA347005,45428,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,,Amylocarpus,Amylocarpus encephaloides,FA79BEBB
GCA_022376435.1_Amylap1_1,Amylocystis lapponica,SKaAmylap13,PRJNA370002,202700,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Postiaceae,Amylocystis,Amylocystis lapponica,FF584383
GCA_036971615.1_ASM3697161v1,Amyloporia xantha,YAFMF0618,PRJNA1048181,1333629,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Adustoporiaceae,Amyloporia,Amyloporia xantha,FBE9B343
GCA_012932865.1_ASM1293286v1,Amylostereum areolatum,HG-01,PRJNA513942,103385,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Stereaceae,Amylostereum,Amylostereum areolatum,FA8D86EB
GCA_022385825.1_Amycha1,Amylostereum chailletii,DWAch2,PRJNA265560,55340,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Stereaceae,Amylostereum,Amylostereum chailletii,FEF92505
GCA_002104895.1_Anaeromyces_sp._S4_v1.0,Anaeromyces robustus,S4,PRJNA330692,1754192,fungi,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Anaeromyces,Anaeromyces robustus,F76F2617
GCA_045281415.1_ASM4528141v1,Anguillospora crassa,DSM 105023,PRJNA1148789,213319,dikarya,Ascomycota,,,,,,Anguillospora,Anguillospora crassa,FDE3DBED
GCA_038502455.1_ASM3850245v1,Anisogramma anomala,OR1,PRJNA966177,529478,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Gnomoniaceae,Anisogramma,Anisogramma anomala,FB9EBF66
GCA_000313815.1_ASM31381v1,Anncaliia algerae,Undeen,PRJEA84437,67680,fungi,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,F5BF1495
GCA_000385855.2_Annc_alge_PRA109_V4,Anncaliia algerae PRA109,PRA109,PRJNA188094,1240240,fungi,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,FD04FB6D
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2,Anncaliia algerae PRA339,PRA339,PRJNA188095,1288291,fungi,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,FF24C1C4
GCA_963924275.1_CBS149473_assembly,Annulohypoxylon annulatum,CBS 149473,PRJEB62835,327058,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon annulatum,F829C63E
GCA_022836615.1_Annbov1,Annulohypoxylon bovei var. microspora,CBS 124037,PRJNA567100,326617,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon bovei,F072FF26
GCF_022496945.1_Annmae1,Annulohypoxylon maeteangense,CBS 123835,PRJNA583852,1927788,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon maeteangense,F084B9C9
GCA_022695765.1_Annmor1,Annulohypoxylon moriforme,CBS 123579,PRJNA567194,326622,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon moriforme,FE6C0C0A
GCA_022496965.1_Annnit1,Annulohypoxylon nitens,CBS 120705,PRJNA567196,326626,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon nitens,FD0C231D
GCA_040104375.1_ASM4010437v1,Annulohypoxylon sp. FPYF3050,FPYF3050,PRJNA1116787,2857486,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon sp. FPYF3050,F21010A9
GCA_040938065.1_ASM4093806v1,Annulohypoxylon sp. FPYF3050.1,FPYF3050.1,PRJNA1105744,3143927,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon sp. FPYF3050.1,F285ECC4
GCA_040126005.1_TJAS01,Annulohypoxylon stygium,TJAS01,PRJNA1119705,326628,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon stygium,FFCAF2BB
GCF_022578515.1_Anntru1,Annulohypoxylon truncatum,CBS 140777,PRJNA567198,327061,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon truncatum,F28D8A82
GCA_010623925.1_ASM1062392v1,Antarctomyces pellizariae,UFMG-CB-12416,PRJNA576065,1955577,dikarya,Ascomycota,,Leotiomycetes,,Thelebolales,Thelebolaceae,Antarctomyces,Antarctomyces pellizariae,F4ABCCAB
GCA_963556695.1_KHLLAP,Anthostomella pinea,,PRJEB67537,933095,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Anthostomella,Anthostomella pinea,F9D4A421
GCA_046718355.1_ASM4671835v1,Anthracina ramosa,CGMCC 3.16372,PRJNA1051547,1628683,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Trichomeriaceae,Anthracina,Anthracina ramosa,F0D9437A
GCA_014826065.1_ASM1482606v1,Anthracocystis panici-leucophaei,SPL10,PRJNA648134,249478,dikarya,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis panici-leucophaei,F72965E8
GCA_928724745.1_BRIP_26904_a,Anthracocystis setariae,BRIP 26904 a,PRJEB50498,882916,dikarya,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis setariae,FA945640
GCA_928858565.1_RK031,Anthracocystis walkeri,RK 031,PRJEB50362,1134040,dikarya,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis walkeri,F2DF3BCD
GCA_007674295.1_ASM767429v1,Antonospora locustae,CLX,PRJNA353563,278021,fungi,Microsporidia,,,,,,Antonospora,Antonospora locustae,F11FA1E0
GCA_004802725.1_ASM480272v1,Antrodiella citrinella,DSM 108506,PRJNA517448,2447956,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Steccherinaceae,Antrodiella,Antrodiella citrinella,F2F84183
GCA_964254895.1_public_SRR14722132_metabat2_bin.8,Anzia colpodes,,PRJEB77567,315933,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Anzia,Anzia colpodes,F7566161
GCA_015345905.1_ASM1534590v1,Aotearoamyces nothofagi,ICMP 21868,PRJNA666936,2592879,dikarya,Ascomycota,,Leotiomycetes,,Leotiales,Tympanidaceae,Aotearoamyces,Aotearoamyces nothofagi,F0DCC5B3
GCA_014839905.1_ASM1483990v1,Aphanoascus verrucosus,IHEM 4434,PRJNA656725,180776,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus verrucosus,F158362D
GCA_029218145.1_ASM2921814v1,Aphanocladium album,MX95,PRJNA937677,12942,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,,Aphanocladium,Aphanocladium album,FCE0DFBC
GCA_030549205.1_Apibac1,Apiosordaria backusii,CBS 540.89,PRJNA371214,314023,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria backusii,F79E968A
GCA_039105305.1_ASM3910530v1,Apiospora arundinis,AAU 773,PRJNA891674,335852,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora arundinis,FD8BD657
GCF_038362705.1_ASM3836270v1,Apiospora aurea,CBS 24483,PRJNA923254,335848,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora aurea,F40622CD
GCA_040333125.2_ASM4033312v2,Apiospora guizhouensis,F035,PRJNA1116794,2044991,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora guizhouensis,FB849791
GCF_038363865.1_ASM3836386v1,Apiospora hydei,CBS 114990,PRJNA923254,1337664,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora hydei,FE3DEBEB
GCF_038363985.1_ASM3836398v1,Apiospora kogelbergensis,CBS 113332,PRJNA923254,1337665,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora kogelbergensis,F106BE0C
GCA_017163955.1_ASM1716395v1,Apiospora koreana,KUC21332,PRJNA692538,2874188,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora koreana,F0A483AA
GCA_977012365.1_Apio_malaysiana,Apiospora malaysiana,,PRJEB100626,1337666,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora malaysiana,FC6B8F0B
GCF_038362585.1_ASM3836258v1,Apiospora marii,CBS 49790,PRJNA923254,335849,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora marii,F8C4A3B1
GCF_038363925.1_ASM3836392v1,Apiospora phragmitis,CBS 135458,PRJNA923254,2905665,dikarya,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora phragmitis,F3BD46A3
